# Release-world tree GROUND PROFILES: how far the ground rises, in decimetres, at
# 16.0 m from each authored tree seat along each of 8 compass bearings.
#
# WHAT IT IS FOR: laying a felled log along the terrain with NO runtime terrain
# query. The game server has no collision mesh for the island it drops the trunk
# onto, so the slope it needs is baked here, ahead of time, one signed byte per
# seat per bearing. Read the bearings either side of the fall heading and tilt.
# The value is the SMALLEST rise for which a straight log line from the seat
# clears every sampled ground point along that bearing - it rests on the high
# side, it does not average.
#
# GENERATED by tools/world-import/generate-tree-ground-profiles.py from
# docs/research/world-data/island-surfaces/ and release-tree-placements.json.
# Regenerate it; do not hand-edit it.
#
# Covered 251 islands, 13266 seats. Skipped 1 islands (0 seats) with no authored
# seats or no extracted surface.
# schema 1 reach 16.0 bearings 8 corridor 4.0 deck 6.0 min-t 8.0 unknown -128
# Bearing 0 is +Z (island-local); each step is +45 degrees towards +X.
# '@' starts an island: '@ <workshopId> <seatCount>'. Then one line per seat, in
# release-tree-placements.json order: 8 signed decimetre integers, space separated.
@ 650186469 60
21 28 23 9 1 -8 -14 -14
59 16 1 -7 -4 9 14 20
-8 1 4 4 2 -26 -53 -43
-1 -24 -22 -16 5 1 3 2
-18 16 43 32 3 -24 -128 -74
-18 -31 -25 31 72 64 27 -1
8 -128 26 20 13 1 1 6
-11 -8 2 10 2 -20 -27 -22
50 -128 -18 22 -128 -128 -128 16
14 -11 -34 -69 -62 -25 15 18
-128 -128 -128 -16 -128 -128 81 104
-12 1 0 0 -1 -1 -2 -33
-128 -128 -128 3 -128 -128 62 65
11 12 1 -3 8 -2 -2 -7
10 -128 -31 -18 56 18 -128 11
-12 -2 34 104 -128 34 27 -14
4 10 18 16 -8 -32 -65 -18
-9 -9 -128 97 103 -128 -128 -128
10 29 21 -15 -36 -44 -25 -17
-2 -1 -7 -16 1 1 1 -2
5 7 -128 -128 -42 -58 -128 -128
1 -1 1 1 -2 -16 -7 1
22 37 21 -12 -31 -32 -12 2
43 6 -16 -33 -29 -30 -11 36
-1 -17 -11 -6 -1 -1 0 0
@ 961296664 60
-2 -7 -2 -3 1 -12 -45 -16
-82 -68 28 11 21 66 51 19
-12 -28 -34 -48 -47 -38 -9 -3
16 26 27 8 -5 0 34 23
14 12 8 2 -10 0 7 10
4 1 -24 -22 2 0 -1 2
73 55 18 -18 -48 -29 10 73
47 50 18 -11 -11 -14 -6 11
19 12 -4 12 12 0 23 28
19 7 -32 -18 -9 10 9 -50
-20 0 11 1 7 -29 -48 -42
7 -128 -24 -128 -1 47 57 -128
-128 -51 -2 2 -4 -26 -12 -128
-128 73 4 14 25 52 80 -128
-13 -17 17 15 -3 -13 -8 -11
-22 9 -10 0 64 69 73 -15
9 -36 -30 -2 33 67 69 20
31 38 6 -11 -52 -47 -21 3
23 -1 -128 -128 0 15 46 47
-10 -21 -4 -25 -19 -15 14 5
19 -19 -41 -66 -46 0 39 62
3 54 57 59 25 -24 -44 -48
11 4 49 12 -5 -4 -1 2
6 -71 -90 -51 -11 -4 2 7
25 20 14 -6 -22 -46 -23 9
5 13 25 46 54 41 4 7
-128 -128 -128 -128 -128 -128 -128 -128
78 52 82 87 -41 -20 13 82
-35 -19 -13 -6 64 89 94 -9
8 -47 -55 -43 -25 -5 15 35
-128 -128 86 86 87 -128 -128 -128
-2 7 13 19 21 36 47 36
-15 0 -20 4 44 11 5 -35
61 55 32 0 -3 -40 -15 45
13 -19 -128 21 0 0 21 18
28 83 88 20 3 -2 -7 -5
47 -128 41 -128 0 -52 0 37
58 -42 -128 -128 -128 -49 20 55
12 21 8 -9 -15 -13 -50 -51
-26 -45 -36 -22 28 35 26 -10
47 57 3 -23 0 -1 22 -7
-72 -42 4 -17 -11 8 -128 -63
-72 -128 -72 -50 -16 7 58 42
-3 51 26 -17 -10 -6 -7 -48
100 18 -19 -3 26 67 -128 -128
45 1 -7 -9 -12 70 70 64
81 21 -5 -6 -5 -13 51 85
59 52 20 -76 -25 5 -5 26
-5 -20 -14 2 3 -3 2 -3
92 12 -128 -62 12 51 70 -128
2 -128 -29 -16 -8 18 49 17
-41 -40 -31 -20 8 27 51 20
28 -3 -23 -16 8 35 36 30
-41 -6 14 50 45 16 -26 -40
3 -6 40 -128 52 -128 3 -128
66 17 4 -6 -5 -1 2 59
6 3 2 0 7 2 2 5
4 5 3 -8 -15 -27 -17 -7
81 79 12 -27 -30 -23 -11 68
-8 7 19 4 -29 -128 -66 -43
@ 964741877 60
10 22 12 3 1 0 1 5
1 0 2 -5 -3 -5 -1 7
10 11 8 0 -6 -8 -4 2
-128 -128 96 -11 -9 -14 -12 56
-128 -128 -11 7 10 -3 -128 -128
-6 -11 -5 6 23 24 18 0
2 0 5 5 8 -2 0 1
14 41 -128 60 -21 -44 -37 0
1 0 2 4 4 4 3 1
11 -21 -50 -128 -76 -80 -41 -23
-20 20 58 66 67 27 -48 -78
21 -1 -10 -12 -7 -15 0 30
-128 -128 23 -7 -44 -37 -47 -91
6 1 15 25 37 59 -128 18
-128 -128 -128 -128 -128 45 0 -128
-1 0 0 -5 5 3 0 -3
79 0 -16 -10 0 -128 -128 -128
-15 -27 18 -128 -128 -128 9 1
30 17 14 21 33 -128 -128 -24
-64 52 55 104 7 -27 -28 -44
6 -1 -4 -3 4 7 6 4
7 -14 16 13 59 0 -60 -16
25 62 48 29 -4 -6 15 50
54 19 -9 -59 -87 -128 -58 14
0 -3 -5 -15 -12 -5 -2 -1
-9 -2 2 0 -6 -5 1 -10
9 -128 -128 -42 -73 -60 0 8
6 6 3 2 1 -5 -4 -3
75 74 63 -23 -42 -38 -6 -4
-1 18 49 13 5 0 0 -1
0 2 3 1 1 -1 1 -3
-128 -128 -53 -92 -128 -128 -34 -61
-6 -2 1 -11 -16 -15 -3 -4
1 1 1 0 3 6 5 1
-10 -8 0 7 15 13 5 -4
7 6 -9 -20 -13 -5 4 6
2 2 6 7 8 2 -2 -4
12 0 -5 -4 1 5 14 14
6 -9 -11 -4 -3 -6 2 13
-128 10 11 -6 7 9 -128 -128
0 -35 -32 -27 -17 61 -128 72
57 103 109 6 -31 -40 -22 4
9 1 3 1 4 1 -1 -2
10 7 5 1 2 3 7 11
-128 -128 -54 20 13 6 7 5
14 11 9 8 6 5 7 3
0 9 40 51 12 -9 -5 -4
-18 -39 13 -8 -32 -48 -40 -24
2 -3 -1 3 14 11 5 1
31 20 10 -10 -14 -17 -1 21
-43 -128 -41 -59 -76 0 44 40
13 39 29 -4 -22 -63 -70 -47
51 45 3 -44 -54 -72 -57 0
-128 -128 -64 -53 0 32 27 -128
0 0 0 -46 -49 -35 22 41
-37 -63 -16 49 50 -128 -128 41
10 8 -2 -65 -80 -23 30 15
-9 -4 18 19 7 -7 -23 -20
20 5 0 -8 -13 -10 7 22
-48 -77 -82 -25 6 -45 -63 -73
@ 966489234 60
-20 -8 -5 45 57 64 44 -12
24 19 4 1 -2 16 54 61
0 -16 16 12 15 -34 10 0
67 -6 -10 10 -128 59 62 -128
73 48 -31 -37 -22 8 90 -128
40 21 18 -10 11 10 31 25
34 46 20 -24 -43 -31 -15 0
26 5 12 42 53 -128 -128 13
42 3 3 0 0 29 42 -128
52 15 12 -2 -12 -14 12 61
0 -11 -13 6 28 25 26 16
7 49 52 49 35 -20 -12 -20
-24 -49 -47 -6 34 47 42 -4
-31 8 13 13 12 -26 -40 -128
107 -128 53 21 -2 -30 -6 54
-40 -58 -37 23 34 58 43 -2
-128 -13 -14 -43 -49 -14 4 -128
-128 -62 -28 -1 5 -9 13 -128
-10 33 115 -128 18 -14 -31 -36
36 22 -5 -4 -1 3 -1 -1
-128 -41 -22 6 53 89 94 -52
56 49 30 -18 -54 -128 0 38
-128 37 43 -4 9 23 -3 -128
9 5 -12 -40 -43 -25 -63 -10
-36 -8 -1 11 34 24 -16 -43
-5 -16 2 37 21 3 -6 -3
49 38 26 -11 -29 -15 2 22
17 -25 30 81 50 67 73 69
21 22 3 0 -4 13 29 39
-128 -128 34 -8 -31 -32 2 -128
-45 -9 34 68 50 55 41 15
-41 7 7 7 29 28 8 -103
-15 62 56 9 29 47 41 -14
-9 16 17 41 -128 -128 3 21
-70 -35 -12 3 43 51 30 -128
56 58 49 3 -30 -51 -20 15
-77 -128 -10 -128 54 -128 66 -128
111 -128 91 40 43 9 -42 -29
19 44 15 0 -11 -128 -20 0
64 66 21 -10 -29 -36 3 37
-7 -15 -2 -32 -25 -24 6 12
-27 -49 -25 8 20 21 39 -128
56 72 73 16 -50 -72 -37 -13
29 -30 -57 -65 -50 -39 31 34
17 39 41 9 -13 -16 -6 -2
11 18 24 24 33 14 17 57
-9 8 31 28 32 8 0 -16
60 30 24 90 -2 2 5 -1
16 55 35 24 8 5 0 1
0 -44 -49 -29 -12 46 64 -128
35 17 0 -1 24 22 27 23
-4 10 20 30 36 22 16 -2
-5 -37 -39 4 17 -4 -5 14
29 35 56 41 33 -2 7 11
-4 -14 -1 -5 9 15 18 -1
90 73 26 -24 -50 -56 -27 62
20 7 0 -25 -27 -128 -13 23
7 -128 -128 -77 48 -128 60 24
63 -128 91 63 -128 49 34 8
8 8 9 52 71 44 30 -2
@ 966498161 60
4 0 0 0 1 -10 -4 1
2 0 -1 -2 -1 -2 -1 -1
-3 -6 -3 -13 -48 -128 -128 1
3 0 -1 0 -2 -2 3 -15
-20 -17 -5 9 14 3 -5 -15
0 -7 -13 -23 -2 -128 -128 -2
6 -8 -1 1 5 26 28 22
3 1 14 73 21 6 8 0
9 4 0 -9 -4 -1 18 19
-26 -128 -10 -1 7 7 10 -11
8 -10 15 15 -57 13 15 16
-9 -11 -1 4 13 3 -2 -2
1 -2 2 -44 4 -49 -9 -7
3 2 8 12 20 14 13 4
31 27 23 -1 -128 -128 -1 10
1 -16 -128 -15 10 27 20 1
-18 -20 -7 3 28 20 20 -7
6 12 58 16 3 4 6 9
2 2 15 16 1 -4 -5 -5
26 -128 -128 -128 -128 12 7 0
-2 -3 1 9 3 -5 0 3
4 1 -13 -26 -31 -14 6 13
-12 -14 -18 1 13 -17 -25 -24
-2 8 9 13 3 -2 -2 -6
-9 -11 14 29 43 6 16 -10
-6 0 4 4 10 1 7 -7
0 4 13 2 1 -4 -1 -5
-9 -9 -6 3 15 10 5 -9
8 11 7 -7 -17 -21 -2 -14
-5 -6 -1 -12 -7 6 17 6
1 7 7 5 1 -9 -6 -12
-15 4 -128 -128 -128 9 2 -15
8 -128 111 71 1 2 8 0
-25 -15 2 -5 -6 -8 -9 -17
1 -1 -14 -128 -128 1 0 0
7 -1 -14 -15 0 -6 -2 -4
2 -5 -4 -10 -1 -4 -6 -2
6 0 -128 -128 0 -128 -128 0
-128 -2 11 12 9 0 -6 -128
2 20 24 10 8 1 -20 -20
2 8 18 24 12 -13 -17 -8
-12 -15 -21 -20 -1 0 -2 -13
-12 -10 1 11 16 7 1 -9
-4 -10 -10 -4 8 0 9 -1
1 -128 -128 -128 -4 -2 -1 -1
-6 -3 -1 4 7 -2 -3 -12
-1 -3 -3 -6 8 7 -1 -1
-8 19 27 3 -18 -21 -26 -31
-5 -128 -128 -128 -8 3 12 8
14 3 7 17 7 -1 7 8
-1 4 14 -4 -18 -39 -39 -26
-24 -128 -128 -10 16 26 49 26
-18 -25 -8 -16 -5 1 11 -1
-11 -58 -40 -128 -80 -26 5 12
15 20 33 27 3 4 4 14
-51 -28 2 4 6 4 -2 -128
-30 2 7 17 10 -1 -17 -35
5 3 4 -1 -1 2 3 3
-19 -13 3 -128 13 -6 -9 -17
-2 -10 -2 -11 -5 -1 6 3
@ 1044497584 60
44 36 4 5 0 -4 8 0
60 57 23 -24 -29 -128 -128 -51
15 7 1 -15 77 64 68 -6
-13 -76 -65 -84 -11 -7 13 9
-3 49 82 77 -128 20 -9 -41
-128 -128 -128 -128 -128 -128 -18 -128
26 3 -13 -10 -14 -15 -128 49
-128 -36 19 -4 10 7 -12 -67
0 0 -46 -47 -62 -65 -72 -12
105 -128 48 30 39 -10 -7 37
4 6 2 -28 -5 19 51 63
-128 111 57 -1 -3 -4 0 13
58 26 -20 2 -128 -128 -128 -25
-4 -1 -2 14 -128 -128 -128 18
45 33 24 38 -22 -24 111 58
-47 -26 31 34 33 -25 -128 -128
-112 -128 -128 0 -128 -128 -128 -128
-8 33 25 -12 -36 -71 -128 -128
28 -27 -128 21 -42 -42 0 19
12 -1 -16 -128 -98 -70 -31 -7
8 0 -18 -34 3 -18 -128 -24
-48 -7 43 113 -128 22 -2 -75
-7 31 -128 30 -3 0 -1 12
37 44 21 -48 -69 -54 -36 -25
12 0 -128 -128 -128 0 13 11
28 13 -5 -9 -22 -16 10 27
-128 -128 -128 -53 -62 -48 -128 23
42 -3 -2 10 17 34 52 54
11 -128 -128 -128 -128 -128 -128 51
-128 -128 -128 -128 -2 20 62 59
-21 -128 -128 -128 -128 -128 1 -17
-24 2 20 2 29 7 -34 -38
57 -128 -53 -49 20 -128 -128 25
24 -128 1 -128 -109 -71 -7 11
54 -16 -8 -15 0 10 49 -128
-63 -128 -128 -128 15 3 3 -49
47 7 -10 -22 -1 29 -128 -128
6 10 14 40 35 -5 -48 -56
9 8 -128 13 2 12 -128 8
-8 -128 9 11 2 -128 1 -9
-1 -7 19 -128 -128 -3 -3 30
-128 -128 -3 -12 -8 -36 16 -128
-4 -9 20 67 62 -59 3 -22
32 51 32 -42 -17 -128 -30 -38
7 -5 24 -2 3 2 -5 -9
-128 -128 -128 -128 -128 -128 -128 -128
66 -128 -128 -128 46 89 95 -128
17 78 81 94 107 98 24 11
-21 7 9 61 10 -38 18 5
-46 38 38 -35 -66 -128 -128 -128
-63 -128 -128 6 17 11 10 9
-7 -9 -54 -46 -8 -23 5 -6
65 65 65 -12 6 -31 -58 -42
28 68 76 78 46 0 -128 -128
41 -3 4 -15 -8 -49 -128 -128
-128 -128 -128 -49 2 27 90 68
-1 3 11 28 7 22 -1 0
0 0 0 -13 -39 -128 -128 -80
-128 -49 4 -12 -80 -128 7 -86
-128 37 20 25 18 34 -128 -128
@ 1097757161 60
-3 -21 -128 -38 -27 -2 -2 -1
0 1 0 4 4 -18 -128 -22
-1 2 0 -1 -22 -97 -128 -33
-128 -128 7 -17 5 6 6 -26
92 77 23 -24 -17 20 -19 41
-3 -4 -3 6 15 20 18 5
30 19 20 0 -25 -23 -6 16
20 5 14 10 4 -46 -69 0
-5 0 0 -1 9 31 11 -35
17 8 5 0 6 15 -11 -15
-1 -6 -6 -3 -1 4 8 2
-4 -10 -7 4 12 6 -1 -6
10 10 8 -4 -5 0 11 11
-128 -45 -47 3 53 42 -128 -128
9 10 -3 -20 -13 -6 4 7
-9 16 28 20 18 -7 -128 -128
0 3 10 24 15 4 3 3
8 -5 -18 -42 -37 5 15 7
-19 -21 -17 28 28 -128 19 -2
8 8 1 -3 3 8 5 2
3 10 20 -3 -5 -6 2 -1
-9 65 91 52 9 -8 -59 -48
-11 38 52 11 -22 -128 -128 -87
0 -7 0 0 0 3 8 -2
-128 -128 -128 2 -5 1 5 7
6 26 6 -16 -16 -2 3 -2
-19 -40 -23 2 37 28 30 -7
19 19 -43 -80 -128 -43 0 21
-6 35 53 40 6 -24 -48 -27
-16 -42 -35 -12 10 22 27 9
67 52 41 14 29 -11 22 67
-18 -11 -12 -128 13 8 8 -14
3 20 16 17 5 5 0 -4
5 31 14 5 4 -3 -2 -8
-128 8 -16 -13 -128 -128 -128 -128
-128 0 27 7 0 -44 -128 -79
31 -128 19 7 -5 -6 -2 10
-15 50 77 76 69 -18 -21 -22
-7 -11 6 -128 -128 -128 6 -15
10 7 13 13 17 29 25 13
-11 -128 -53 -41 -7 13 13 -128
42 27 2 1 7 5 39 54
-54 -67 13 4 22 46 25 -31
10 -128 35 -3 -8 -9 1 0
91 75 33 -3 16 72 -128 -128
100 -128 26 -5 -9 -11 -2 72
48 77 31 49 43 -4 -2 1
0 -16 -14 0 8 9 9 6
-128 -128 -128 -41 2 -4 -7 -7
19 -8 -12 -13 19 -128 -128 -128
-128 -85 -128 13 54 77 78 25
89 -128 -27 -91 -128 1 45 32
4 1 7 14 19 19 16 6
-128 23 12 1 8 16 24 -128
-3 22 8 -7 -1 1 -9 -17
0 4 44 68 -128 29 21 1
-8 13 18 24 19 10 -2 -9
53 -128 -128 -128 -63 -128 -128 -71
4 27 40 -17 49 27 6 -1
25 22 20 -20 -24 -13 24 20
@ 1098449580 60
-10 -1 24 35 28 5 1 -6
52 -128 84 50 22 3 4 -2
20 62 16 -128 8 13 -8 -50
18 -128 -128 18 18 -6 -8 -10
-2 -6 -2 2 -8 -30 -20 -3
43 -7 -7 -17 10 21 12 7
19 -10 -7 -6 19 19 -128 -128
10 17 9 -128 -128 -128 -128 -39
58 -128 -128 29 -10 11 23 13
2 -5 -18 -9 -4 3 3 -2
34 50 5 8 8 0 -9 -3
-7 1 8 9 7 6 -4 -18
-13 -10 14 11 18 20 45 79
40 -5 7 11 11 -3 -3 33
3 -3 39 1 -1 -3 -1 -2
22 3 6 32 10 11 21 22
0 2 32 30 18 1 0 0
18 22 10 -25 -1 8 12 14
6 3 2 4 23 13 0 0
24 21 -1 -1 7 0 7 24
14 28 39 2 -14 -20 18 19
28 -18 7 -13 -18 -4 13 12
24 9 -5 -33 -3 10 59 51
-16 -14 0 -1 -3 -5 9 0
2 -1 38 37 36 0 2 4
64 64 44 19 30 33 17 23
-7 5 11 1 -3 -3 -19 -21
0 -6 -1 17 26 27 29 0
-5 -1 -5 -10 -5 1 0 -6
-12 -128 -28 -59 -128 -89 10 0
3 5 0 -14 -2 6 6 1
41 -22 -13 -13 -15 -11 13 51
-8 -13 47 -128 17 6 6 -1
6 10 33 37 5 2 5 2
35 21 22 0 -2 -1 -3 -3
17 16 4 -10 -16 -24 -14 3
-12 -6 -13 -23 -22 4 14 -8
14 5 -11 -8 -6 11 -128 -128
-128 -128 0 -20 -27 -20 -8 43
22 0 0 0 1 5 31 33
-44 -24 -6 0 -60 -128 -32 -128
-7 -11 -9 -2 6 9 8 1
86 50 55 23 0 41 44 41
1 25 -5 -3 15 -10 -2 4
3 -2 -3 -2 0 -2 -25 -51
0 9 16 24 13 6 -128 -41
46 14 25 23 24 4 49 74
-1 0 6 -1 17 4 38 13
0 -37 -36 -38 0 0 0 -1
-3 -5 1 28 -128 25 8 -4
8 -12 7 47 49 49 42 -4
-2 -9 -5 1 0 -21 -2 -2
-6 -30 -10 -47 -36 0 2 -1
-1 3 -8 -17 0 -1 2 2
15 15 11 12 25 -22 6 13
32 33 13 -1 -34 -52 -24 -7
2 -3 1 3 -3 -7 -13 -6
81 79 67 15 38 13 9 5
7 -22 15 -7 -3 -6 -2 1
30 72 81 -5 2 25 110 93
@ 1100284914 60
4 -3 -3 -1 4 7 4 5
5 -6 -7 -8 -4 -1 12 7
-3 2 3 -34 -20 -7 -3 -5
1 -7 -6 -4 7 14 15 9
0 12 13 13 -128 -128 -128 -128
-22 -5 28 27 3 -31 -128 -56
43 18 7 59 7 -32 -32 -8
2 2 -4 -8 1 13 23 35
0 7 9 9 10 -1 -3 -5
-128 64 40 -5 -7 0 52 68
-13 -10 -4 -3 -10 -22 -25 -20
-8 1 20 19 13 6 12 2
5 62 81 51 36 17 -8 -39
-44 -63 -39 24 45 55 32 -4
24 32 14 -21 -37 -57 -36 -13
4 0 7 6 1 1 1 -1
11 17 6 3 -3 -8 -7 -3
28 -128 15 8 6 2 -15 -7
2 -6 -3 5 7 8 4 5
4 0 -1 5 11 10 3 1
-26 0 32 23 11 -27 -38 -39
88 75 8 -128 44 70 -49 -56
-60 -36 -8 24 27 25 18 -21
16 13 -9 -5 2 16 19 12
-128 -128 0 -48 -57 -33 -6 -128
10 23 1 -5 -3 0 3 5
-128 -128 -128 -128 -128 -6 -7 1
10 6 -5 -15 -19 -14 -3 0
-3 -4 9 53 61 43 9 -21
-6 -6 0 -2 6 54 47 7
40 46 5 -8 0 29 -128 -128
-5 3 15 7 -12 -48 -57 -40
39 22 -16 25 17 -22 -24 -10
-9 -27 -75 -77 -24 -58 -38 -26
50 40 -21 4 -10 -32 -26 -12
25 -128 36 52 25 1 -128 -78
1 1 2 0 1 3 11 4
58 -128 69 3 21 18 36 28
-30 -42 -27 -11 -4 -60 -128 -50
-128 -128 8 -1 1 -10 33 -128
-22 -14 -2 -1 8 9 18 13
28 54 57 -7 -27 -51 -52 -16
-32 6 6 9 -34 -47 -37 -32
15 -19 -19 -9 23 41 54 36
39 28 26 9 -35 -51 6 23
23 22 11 -11 -37 -54 -31 25
69 58 8 -12 -6 30 62 60
8 9 8 4 -1 -53 -40 -27
-8 -49 -48 -1 17 22 32 15
38 94 -128 25 0 -11 -11 0
17 30 -128 73 -39 4 8 10
-39 -128 -128 -128 -128 -128 -128 -128
-42 -128 34 13 8 -31 -33 -29
-2 6 41 10 2 3 3 -2
-35 -128 10 22 46 38 20 -11
15 -52 -44 -3 9 -3 13 34
5 5 1 12 19 6 6 -3
30 15 -9 -19 -17 0 5 16
25 5 -15 -22 -24 -128 -63 -20
-2 -6 -2 5 -128 64 15 -5
@ 1103627406 37
-128 -128 -128 6 17 43 0 -128
21 5 1 11 19 -4 -31 8
-29 -35 3 -33 38 39 3 -24
-9 -15 -17 -16 39 -128 56 -4
-116 17 -128 67 8 -23 -128 -113
68 -128 42 -2 57 46 49 8
-67 -40 13 -5 11 19 69 2
-33 -7 47 89 -128 -128 -128 -13
87 57 21 6 -48 4 17 63
-18 -23 -16 -5 -128 40 16 -12
-128 -22 -9 -2 4 75 43 -32
-12 -29 -51 -128 -128 -44 23 10
115 -128 -128 -67 -1 -5 14 -128
17 8 12 43 34 0 -5 -5
-128 -128 7 -7 2 -14 -18 -128
6 -38 -74 -128 16 -1 -12 -23
-128 -128 -72 -61 -128 -128 -128 -128
-72 -128 -87 -128 -102 -128 -19 -9
-128 5 5 -46 -99 -48 7 14
-21 0 1 -59 -50 -33 -26 -58
12 37 21 41 -128 25 -13 -14
67 -128 81 -1 21 -10 -27 -27
-11 1 -25 23 39 -1 2 -16
-128 -128 57 -15 12 39 41 -128
80 -128 -128 -3 9 8 46 -128
-15 -16 -6 66 71 69 80 -128
41 -128 -77 -128 -84 -128 -76 35
-128 -128 -5 31 -128 -128 59 11
14 16 4 5 18 23 17 8
45 -8 -7 4 59 83 13 2
-44 -38 -17 2 -128 -128 39 -45
-39 -13 16 120 120 -128 -128 -128
23 61 59 61 48 28 -12 -9
83 -128 57 -8 25 32 34 1
-60 0 -128 29 -3 -128 -128 -128
-128 -128 -128 -128 -4 -1 8 -1
-4 0 36 48 32 25 27 -5
@ 1109199754 31
-10 -16 -10 -3 1 16 24 22
26 -5 -20 -51 -41 -29 -3 20
13 6 19 8 -25 -16 22 25
-42 -16 -10 0 42 32 -6 -45
-128 -128 1 0 -128 -7 -1 -128
-128 -7 1 -6 -128 2 3 -128
-128 -128 35 34 -128 3 4 -128
-23 -2 26 26 33 17 -1 -31
-44 -78 -30 9 19 21 14 1
-33 -3 11 17 11 2 -2 -30
8 5 8 -8 -7 -4 9 7
-128 -70 14 -6 2 11 -55 -128
7 -128 -128 -128 -22 -40 -6 8
7 -128 19 36 -57 25 37 5
12 26 27 -19 -48 -38 -4 16
0 1 5 8 -128 -128 -128 -91
35 17 -11 -63 -128 -128 -25 8
-128 -128 -128 -128 -128 99 -128 -128
-128 -128 -128 -1 9 -4 -1 -128
-1 -4 11 2 10 -128 -128 36
-128 -128 2 78 50 -4 -26 -128
21 -21 -1 -28 -49 -128 -4 28
-2 22 -128 -128 7 10 7 -128
-46 -11 -58 -128 -54 2 -88 -128
-128 -76 -41 51 -128 67 71 -128
27 19 -4 -86 -128 -65 5 13
93 39 -15 -128 -128 -128 -128 -128
26 -128 23 8 -10 14 7 2
-77 -128 -5 23 37 13 -10 -30
14 10 16 -128 -128 69 89 81
-23 -24 -12 10 20 19 51 -19
@ 1110580409 45
1 11 18 10 3 -1 0 1
2 -28 -128 -128 -128 -128 -128 -128
-10 5 80 67 -11 -21 -10 -17
3 -2 13 29 5 6 3 2
6 -42 -128 21 13 12 8 2
7 6 2 -14 -62 -128 43 17
10 3 2 -2 -2 -13 -21 9
8 36 35 -4 -6 -8 -8 -8
-1 -7 -5 -6 -3 -4 0 0
73 72 -23 -75 -43 -74 -34 -4
10 10 7 -22 -62 -128 -51 2
-4 -5 -4 -4 -1 -1 -5 -4
2 -27 -128 -128 -5 3 5 1
10 13 9 2 -9 -12 5 8
1 4 7 5 3 -2 -2 -1
-3 -1 5 1 -1 -6 -3 -3
-9 -7 11 4 2 1 -2 -7
-2 -2 3 -1 2 5 8 1
5 8 9 16 18 -6 -8 -5
13 9 2 -33 -36 -45 -24 0
6 1 -16 -16 -56 -28 -1 4
21 71 69 -128 -128 27 37 16
6 -6 -5 -8 -38 -128 -128 -128
2 -6 -18 -27 1 1 8 3
3 -128 -128 -128 -128 5 9 9
-16 -23 -5 -5 3 6 0 -12
-17 -128 -18 5 6 -128 79 7
-128 -50 -2 18 24 4 -128 -128
1 -72 -97 -128 -3 2 2 2
-128 -128 -128 -128 -128 -24 36 -2
7 -16 -28 -22 -15 6 -128 -128
-25 76 2 -6 -2 -5 8 -128
11 8 7 8 5 0 3 16
27 -128 -128 23 -3 -16 -12 -14
-1 0 21 23 1 0 -1 -1
98 -24 7 -128 79 66 19 -128
4 3 61 3 4 -20 -18 4
1 5 7 1 1 -2 -6 -6
-4 -2 1 1 -1 -3 16 3
69 12 4 1 -6 -14 39 70
55 -128 1 -128 1 1 -128 -128
7 -14 -4 -7 0 1 0 1
-3 -3 0 4 -1 -7 -8 -7
0 3 8 0 4 2 -4 -7
12 20 19 -4 -12 -12 -8 0
@ 1110925124 45
-2 -27 -29 -24 2 5 12 3
7 -4 -7 -1 4 2 2 2
-4 6 10 9 7 -1 -4 -13
1 16 33 13 7 -6 -8 -8
-3 1 15 19 16 2 1 1
-128 21 32 -128 -128 -58 1 30
-15 -128 -128 -128 -44 -36 -4 -12
-128 -128 -8 0 8 34 39 -128
-23 -13 6 11 20 19 9 -23
47 -128 13 -18 -12 -15 -5 20
-7 -5 7 22 24 14 -4 -9
-128 -128 -10 14 17 8 8 3
20 0 -128 -19 0 10 21 25
34 33 -6 -20 -20 -28 -23 -5
0 -13 -7 -40 -128 -128 -5 3
6 0 -6 -21 -128 -5 13 -1
6 -1 -2 -3 5 13 1 -11
12 2 -6 -14 -7 3 12 15
-22 -24 16 -12 -23 -48 -128 -128
13 51 30 9 -32 9 68 58
0 -10 -7 -1 -3 13 21 26
-10 -2 1 29 29 17 2 -11
-4 -3 4 12 16 8 -1 -5
47 -46 -77 -128 0 49 70 64
-25 -16 -13 -29 -128 12 -1 -22
-33 -15 8 21 32 10 -18 -33
17 21 18 -4 -12 -7 2 10
1 -13 -24 -128 16 33 26 7
-7 28 -128 -128 60 -128 -128 -128
28 26 38 4 -26 -46 -27 11
56 46 34 -46 -128 -128 -10 39
-8 -128 -128 -128 -37 -43 -25 -12
-128 -128 3 9 8 5 -128 -128
-11 -128 4 15 -18 -29 -18 -4
0 1 3 1 3 20 -21 -128
19 -9 -29 -13 -7 -8 -2 9
31 19 -6 -26 -20 -24 4 17
0 -128 -128 -128 1 -3 -3 -3
-3 -2 1 20 95 -128 -128 27
3 13 9 13 27 29 -128 -128
-7 -16 -20 -20 11 20 23 13
-128 -128 -128 31 -128 -128 30 8
5 5 -6 -17 -41 -21 3 31
-9 -21 -128 -128 -128 3 1 -9
41 -15 -128 -5 4 25 20 39
@ 1117328252 31
1 -12 -29 -47 0 -1 6 1
-7 -8 -2 0 -1 1 9 -10
-49 -44 -18 13 15 7 -10 -26
13 11 10 2 7 0 10 -5
3 -19 -29 29 2 -12 -128 -128
-10 26 49 33 19 -76 -128 -75
37 35 14 15 5 -9 -14 16
